User_Logout,2,Validate logout success,JSON,xValidateJson,message,logout_successful,True
User_Logout,3,Verify logout message,JSON,xCompareJson,message;Logout successful,logout_verified,True
User_GetByUsername,1,Get user by username,API,xGet,base_url;get_user_endpoint;username_param,get_user_response,200
User_GetByUsername,2,Validate user retrieval,JSON,xValidateJson,username,user_retrieved,True
User_GetByUsername,3,Verify username,JSON,xCompareJson,username;testuser,username_verified,True
User_Update,1,Update user,API,xPut,base_url;update_user_endpoint;updated_user_payload,update_user_response,200
User_Update,2,Validate user update,JSON,xValidateJson,message,user_updated,True
User_Update,3,Verify update message,JSON,xCompareJson,message;User updated,user_update_verified,True
User_Delete,1,Delete user,API,xDelete,base_url;delete_user_endpoint;username_param,delete_user_response,200
User_Delete,2,Validate user deletion,JSON,xValidateJson,message,user_deleted,True
User_Delete,3,Verify deletion message,JSON,xCompareJson,message;User deleted,user_deletion_verified,True
Pet_Status_Available,1,Find available pets,API,xGet,base_url;find_available_endpoint,available_pets_response,200
Pet_Status_Available,2,Validate available pets,JSON,xValidateJson,pets,available_pets_found,True
Pet_Status_Available,3,Extract available count,JSON,xExtractJson,pets.length,available_count,5
Pet_Status_Available,4,Verify available pets,Math,xCompare,available_count;0,available_verified,True
Pet_Status_Pending,1,Find pending pets,API,xGet,base_url;find_pending_endpoint,pending_pets_response,200
Pet_Status_Pending,2,Validate pending pets,JSON,xValidateJson,pets,pending_pets_found,True
Pet_Status_Pending,3,Extract pending count,JSON,xExtractJson,pets.length,pending_count,3
Pet_Status_Pending,4,Verify pending pets,Math,xCompare,pending_count;0,pending_verified,True
Pet_Status_Sold,1,Find sold pets,API,xGet,base_url;find_sold_endpoint,sold_pets_response,200
Pet_Status_Sold,2,Validate sold pets,JSON,xValidateJson,pets,sold_pets_found,True
Pet_Status_Sold,3,Extract sold count,JSON,xExtractJson,pets.length,sold_count,2
Pet_Status_Sold,4,Verify sold pets,Math,xCompare,sold_count;0,sold_verified,True
Store_Order_Status_Placed,1,Find placed orders,API,xGet,base_url;find_placed_orders_endpoint,placed_orders_response,200
Store_Order_Status_Placed,2,Validate placed orders,JSON,xValidateJson,orders,placed_orders_found,True
Store_Order_Status_Placed,3,Extract placed count,JSON,xExtractJson,orders.length,placed_count,3
Store_Order_Status_Placed,4,Verify placed orders,Math,xCompare,placed_count;0,placed_verified,True
Store_Order_Status_Approved,1,Find approved orders,API,xGet,base_url;find_approved_orders_endpoint,approved_orders_response,200
Store_Order_Status_Approved,2,Validate approved orders,JSON,xValidateJson,orders,approved_orders_found,True
Store_Order_Status_Approved,3,Extract approved count,JSON,xExtractJson,orders.length,approved_count,2
Store_Order_Status_Approved,4,Verify approved orders,Math,xCompare,approved_count;0,approved_verified,True
Store_Order_Status_Delivered,1,Find delivered orders,API,xGet,base_url;find_delivered_orders_endpoint,delivered_orders_response,200
Store_Order_Status_Delivered,2,Validate delivered orders,JSON,xValidateJson,orders,delivered_orders_found,True
Store_Order_Status_Delivered,3,Extract delivered count,JSON,xExtractJson,orders.length,delivered_count,1
Store_Order_Status_Delivered,4,Verify delivered orders,Math,xCompare,delivered_count;0,delivered_verified,True
User_Validation,1,Validate user data format,JSON,xValidateJson,username,user_validation_success,True
User_Validation,2,Validate user email format,JSON,xValidateJson,email,email_validation_success,True
User_Validation,3,Validate user phone format,JSON,xValidateJson,phone,phone_validation_success,True
User_Validation,4,Verify validation results,Math,xCompare,validation_count;3,validation_verified,True
Pet_Validation,1,Validate pet data format,JSON,xValidateJson,name,pet_validation_success,True
Pet_Validation,2,Validate pet status format,JSON,xValidateJson,status,status_validation_success,True
Pet_Validation,3,Validate pet category format,JSON,xValidateJson,category,category_validation_success,True
Pet_Validation,4,Verify validation results,Math,xCompare,validation_count;3,pet_validation_verified,True
Store_Validation,1,Validate order data format,JSON,xValidateJson,petId,order_validation_success,True
Store_Validation,2,Validate order quantity format,JSON,xValidateJson,quantity,quantity_validation_success,True
Store_Validation,3,Validate order status format,JSON,xValidateJson,status,order_status_validation_success,True
Store_Validation,4,Verify validation results,Math,xCompare,validation_count;3,store_validation_verified,True







